Utilities,SalePrice
AllPub,85500.0
AllPub,85400.0
AllPub,85000.0
AllPub,85000.0
AllPub,85000.0
AllPub,85000.0
AllPub,84900.0
AllPub,84500.0
AllPub,84500.0
AllPub,84500.0
AllPub,84000.0
AllPub,83500.0
AllPub,83000.0
AllPub,83000.0
AllPub,82500.0
AllPub,82500.0
AllPub,82500.0
AllPub,82000.0
AllPub,82000.0
AllPub,82000.0
AllPub,81000.0
AllPub,81000.0
AllPub,81000.0
AllPub,80500.0
AllPub,80000.0
AllPub,80000.0
AllPub,80000.0
AllPub,80000.0
AllPub,79900.0
AllPub,79900.0
AllPub,79500.0
AllPub,79000.0
AllPub,79000.0
AllPub,79000.0
AllPub,78000.0
AllPub,76500.0
AllPub,76000.0
AllPub,75500.0
AllPub,75000.0
AllPub,73000.0
AllPub,72500.0
AllPub,68500.0
AllPub,68400.0
AllPub,67000.0
AllPub,67000.0
AllPub,66500.0
AllPub,64500.0
AllPub,62383.0
AllPub,61000.0
AllPub,60000.0
AllPub,60000.0
AllPub,60000.0
AllPub,58500.0
AllPub,55993.0
AllPub,55000.0
AllPub,55000.0
AllPub,52500.0
AllPub,52000.0
AllPub,40000.0
AllPub,39300.0
AllPub,37900.0
AllPub,35311.0
AllPub,34900.0
