GarageType,SalePrice
Detchd,89500.0
Detchd,89471.0
Detchd,89000.0
Detchd,88000.0
Detchd,88000.0
Detchd,88000.0
Attchd,88000.0
Detchd,87500.0
Detchd,87000.0
Detchd,87000.0
2Types,87000.0
Detchd,87000.0
Attchd,86000.0
Detchd,86000.0
Detchd,86000.0
Detchd,85500.0
Detchd,85400.0
Detchd,85000.0
Attchd,85000.0
Detchd,85000.0
Detchd,85000.0
Detchd,84900.0
Detchd,84500.0
Detchd,84500.0
Attchd,84500.0
Detchd,84000.0
Attchd,83500.0
Basment,83000.0
Detchd,83000.0
Detchd,82500.0
Attchd,82500.0
Detchd,82500.0
Detchd,82000.0
CarPort,82000.0
Detchd,82000.0
Detchd,81000.0
Detchd,81000.0
Detchd,81000.0
Detchd,80500.0
Attchd,80000.0
Attchd,80000.0
Detchd,80000.0
Detchd,80000.0
Detchd,79900.0
Detchd,79900.0
Detchd,79500.0
Detchd,79000.0
Attchd,79000.0
Detchd,79000.0
Detchd,78000.0
Detchd,76500.0
Detchd,76000.0
Detchd,75500.0
Attchd,75000.0
Detchd,73000.0
Detchd,72500.0
Detchd,68500.0
Detchd,68400.0
Detchd,67000.0
Detchd,67000.0
Detchd,66500.0
Detchd,64500.0
Detchd,62383.0
Detchd,61000.0
Attchd,60000.0
Detchd,60000.0
Detchd,60000.0
Detchd,58500.0
Basment,55993.0
Detchd,55000.0
Detchd,55000.0
Detchd,52500.0
Detchd,52000.0
Detchd,40000.0
Detchd,39300.0
Detchd,37900.0
Detchd,35311.0
Detchd,34900.0
