Fence,SalePrice
MnPrv,109900.0
MnPrv,109900.0
MnWw,109500.0
MnPrv,109500.0
MnPrv,109500.0
GdWo,109500.0
MnWw,109008.0
MnPrv,109000.0
MnPrv,109000.0
GdPrv,108959.0
MnPrv,108500.0
MnPrv,108480.0
GdPrv,108000.0
MnPrv,108000.0
MnPrv,108000.0
MnPrv,108000.0
MnPrv,108000.0
MnPrv,108000.0
MnPrv,107900.0
MnPrv,107500.0
MnPrv,107500.0
MnPrv,107500.0
MnPrv,107400.0
MnPrv,107000.0
MnPrv,107000.0
MnPrv,107000.0
MnPrv,106500.0
MnPrv,106500.0
MnPrv,106250.0
MnPrv,106000.0
MnPrv,106000.0
MnPrv,106000.0
MnPrv,105900.0
MnPrv,105500.0
MnPrv,105000.0
GdWo,105000.0
MnPrv,105000.0
MnPrv,105000.0
MnPrv,105000.0
MnPrv,104900.0
MnPrv,104900.0
MnPrv,104000.0
MnPrv,103600.0
MnPrv,103200.0
MnPrv,103000.0
MnPrv,102776.0
MnPrv,102000.0
MnPrv,102000.0
MnPrv,102000.0
GdWo,101800.0
MnPrv,101000.0
GdWo,100000.0
MnPrv,100000.0
MnPrv,100000.0
GdWo,100000.0
GdWo,100000.0
GdWo,100000.0
GdWo,100000.0
GdWo,100000.0
MnPrv,100000.0
MnPrv,99900.0
MnPrv,99500.0
GdWo,98600.0
GdWo,98300.0
GdWo,98000.0
MnPrv,98000.0
MnPrv,98000.0
MnPrv,97500.0
MnPrv,97000.0
MnPrv,97000.0
GdWo,97000.0
MnPrv,96500.0
MnPrv,96500.0
MnPrv,95000.0
MnPrv,95000.0
GdWo,94750.0
GdWo,94500.0
MnPrv,94000.0
GdWo,93500.0
MnPrv,93500.0
MnPrv,93000.0
MnPrv,93000.0
MnPrv,93000.0
GdWo,92900.0
MnPrv,92000.0
MnPrv,91500.0
MnPrv,91500.0
MnPrv,91300.0
GdWo,91000.0
MnPrv,91000.0
MnPrv,91000.0
MnPrv,90350.0
GdWo,90000.0
MnPrv,90000.0
GdWo,90000.0
GdWo,89500.0
MnPrv,89500.0
MnPrv,89471.0
GdWo,89000.0
GdWo,88000.0
GdWo,88000.0
MnPrv,88000.0
MnPrv,88000.0
GdWo,87500.0
MnPrv,87000.0
MnPrv,87000.0
MnPrv,87000.0
GdWo,87000.0
MnPrv,86000.0
MnPrv,86000.0
MnPrv,86000.0
MnPrv,85500.0
GdWo,85400.0
MnPrv,85000.0
MnPrv,85000.0
MnPrv,85000.0
GdWo,85000.0
MnPrv,84900.0
MnPrv,84500.0
MnPrv,84500.0
MnPrv,84500.0
MnPrv,84000.0
MnPrv,83500.0
GdWo,83000.0
GdWo,83000.0
MnPrv,82500.0
MnPrv,82500.0
MnPrv,82500.0
MnPrv,82000.0
MnPrv,82000.0
GdWo,82000.0
MnPrv,81000.0
MnPrv,81000.0
MnPrv,81000.0
MnPrv,80500.0
MnPrv,80000.0
MnPrv,80000.0
GdWo,80000.0
MnPrv,80000.0
MnPrv,79900.0
MnPrv,79900.0
MnPrv,79500.0
MnPrv,79000.0
GdWo,79000.0
MnPrv,79000.0
GdWo,78000.0
GdWo,76500.0
MnPrv,76000.0
MnPrv,75500.0
GdWo,75000.0
MnPrv,73000.0
GdWo,72500.0
GdWo,68500.0
MnPrv,68400.0
MnPrv,67000.0
MnPrv,67000.0
MnPrv,66500.0
GdWo,64500.0
GdWo,62383.0
MnPrv,61000.0
MnPrv,60000.0
MnPrv,60000.0
MnPrv,60000.0
MnPrv,58500.0
MnPrv,55993.0
MnPrv,55000.0
MnPrv,55000.0
MnPrv,52500.0
MnPrv,52000.0
MnPrv,40000.0
MnPrv,39300.0
GdWo,37900.0
MnPrv,35311.0
GdWo,34900.0
