RoofMatl,SalePrice
CompShg,86000.0
CompShg,86000.0
CompShg,86000.0
CompShg,85500.0
CompShg,85400.0
CompShg,85000.0
CompShg,85000.0
CompShg,85000.0
CompShg,85000.0
CompShg,84900.0
CompShg,84500.0
CompShg,84500.0
CompShg,84500.0
CompShg,84000.0
CompShg,83500.0
CompShg,83000.0
CompShg,83000.0
CompShg,82500.0
CompShg,82500.0
CompShg,82500.0
CompShg,82000.0
CompShg,82000.0
Tar&Grv,82000.0
CompShg,81000.0
CompShg,81000.0
CompShg,81000.0
CompShg,80500.0
CompShg,80000.0
CompShg,80000.0
CompShg,80000.0
CompShg,80000.0
CompShg,79900.0
CompShg,79900.0
CompShg,79500.0
CompShg,79000.0
CompShg,79000.0
CompShg,79000.0
CompShg,78000.0
CompShg,76500.0
CompShg,76000.0
CompShg,75500.0
CompShg,75000.0
CompShg,73000.0
CompShg,72500.0
CompShg,68500.0
CompShg,68400.0
CompShg,67000.0
CompShg,67000.0
CompShg,66500.0
CompShg,64500.0
CompShg,62383.0
CompShg,61000.0
CompShg,60000.0
CompShg,60000.0
CompShg,60000.0
CompShg,58500.0
CompShg,55993.0
CompShg,55000.0
CompShg,55000.0
CompShg,52500.0
CompShg,52000.0
CompShg,40000.0
CompShg,39300.0
CompShg,37900.0
CompShg,35311.0
CompShg,34900.0
