LandSlope,SalePrice
Gtl,84500.0
Gtl,84500.0
Gtl,84500.0
Gtl,84000.0
Gtl,83500.0
Gtl,83000.0
Gtl,83000.0
Gtl,82500.0
Gtl,82500.0
Gtl,82500.0
Gtl,82000.0
Gtl,82000.0
Gtl,82000.0
Gtl,81000.0
Gtl,81000.0
Gtl,81000.0
Gtl,80500.0
Gtl,80000.0
Gtl,80000.0
Gtl,80000.0
Gtl,80000.0
Gtl,79900.0
Gtl,79900.0
Gtl,79500.0
Gtl,79000.0
Gtl,79000.0
Mod,79000.0
Gtl,78000.0
Gtl,76500.0
Gtl,76000.0
Gtl,75500.0
Gtl,75000.0
Gtl,73000.0
Gtl,72500.0
Gtl,68500.0
Gtl,68400.0
Gtl,67000.0
Gtl,67000.0
Gtl,66500.0
Gtl,64500.0
Gtl,62383.0
Sev,61000.0
Gtl,60000.0
Gtl,60000.0
Gtl,60000.0
Gtl,58500.0
Mod,55993.0
Gtl,55000.0
Gtl,55000.0
Mod,52500.0
Gtl,52000.0
Gtl,40000.0
Mod,39300.0
Gtl,37900.0
Gtl,35311.0
Gtl,34900.0
