Exterior2nd,SalePrice
VinylSd,113000.0
HdBoard,113000.0
HdBoard,113000.0
MetalSd,113000.0
MetalSd,113000.0
BrkFace,112500.0
VinylSd,112500.0
MetalSd,112000.0
HdBoard,112000.0
AsbShng,112000.0
VinylSd,112000.0
Wd Sdng,112000.0
Plywood,112000.0
HdBoard,112000.0
MetalSd,111250.0
Wd Sdng,111000.0
VinylSd,110500.0
MetalSd,110500.0
Wd Sdng,110000.0
Wd Sdng,110000.0
AsbShng,110000.0
Wd Sdng,110000.0
Wd Sdng,110000.0
MetalSd,110000.0
HdBoard,110000.0
Wd Sdng,110000.0
VinylSd,110000.0
VinylSd,110000.0
HdBoard,110000.0
MetalSd,110000.0
HdBoard,110000.0
Wd Sdng,109900.0
HdBoard,109900.0
MetalSd,109900.0
Wd Sdng,109500.0
VinylSd,109500.0
MetalSd,109500.0
MetalSd,109500.0
MetalSd,109008.0
VinylSd,109000.0
MetalSd,109000.0
Plywood,108959.0
MetalSd,108500.0
MetalSd,108480.0
Wd Sdng,108000.0
VinylSd,108000.0
MetalSd,108000.0
Wd Shng,108000.0
MetalSd,108000.0
Plywood,108000.0
MetalSd,107900.0
VinylSd,107500.0
MetalSd,107500.0
Wd Sdng,107500.0
VinylSd,107400.0
MetalSd,107000.0
Plywood,107000.0
HdBoard,107000.0
MetalSd,106500.0
Wd Sdng,106500.0
MetalSd,106250.0
HdBoard,106000.0
AsbShng,106000.0
HdBoard,106000.0
VinylSd,105900.0
MetalSd,105500.0
Wd Sdng,105000.0
Wd Shng,105000.0
CBlock,105000.0
Wd Shng,105000.0
Wd Sdng,105000.0
AsbShng,104900.0
VinylSd,104900.0
Wd Sdng,104000.0
Wd Sdng,103600.0
MetalSd,103200.0
MetalSd,103000.0
MetalSd,102776.0
Wd Sdng,102000.0
Wd Sdng,102000.0
Wd Sdng,102000.0
HdBoard,101800.0
MetalSd,101000.0
VinylSd,100000.0
AsbShng,100000.0
Wd Sdng,100000.0
Wd Shng,100000.0
Wd Sdng,100000.0
HdBoard,100000.0
HdBoard,100000.0
AsphShn,100000.0
MetalSd,100000.0
Wd Sdng,99900.0
Plywood,99500.0
HdBoard,98600.0
MetalSd,98300.0
Stucco,98000.0
AsbShng,98000.0
Wd Shng,98000.0
VinylSd,97500.0
HdBoard,97000.0
BrkFace,97000.0
CmentBd,97000.0
Wd Sdng,96500.0
Wd Sdng,96500.0
VinylSd,95000.0
HdBoard,95000.0
HdBoard,94750.0
HdBoard,94500.0
VinylSd,94000.0
Stone,93500.0
HdBoard,93500.0
Wd Sdng,93000.0
MetalSd,93000.0
Wd Sdng,93000.0
BrkFace,92900.0
CmentBd,92000.0
MetalSd,91500.0
CmentBd,91500.0
MetalSd,91300.0
CmentBd,91000.0
Wd Sdng,91000.0
Wd Sdng,91000.0
Stucco,90350.0
MetalSd,90000.0
Wd Sdng,90000.0
Stone,90000.0
HdBoard,89500.0
MetalSd,89500.0
Stucco,89471.0
Wd Shng,89000.0
HdBoard,88000.0
ImStucc,88000.0
MetalSd,88000.0
CmentBd,88000.0
Stucco,87500.0
Wd Sdng,87000.0
MetalSd,87000.0
Stucco,87000.0
Wd Sdng,87000.0
CmentBd,86000.0
Wd Sdng,86000.0
Wd Sdng,86000.0
Wd Sdng,85500.0
HdBoard,85400.0
Plywood,85000.0
CmentBd,85000.0
Wd Sdng,85000.0
Stucco,85000.0
MetalSd,84900.0
Wd Sdng,84500.0
CmentBd,84500.0
VinylSd,84500.0
Wd Sdng,84000.0
CmentBd,83500.0
Wd Sdng,83000.0
HdBoard,83000.0
VinylSd,82500.0
Plywood,82500.0
VinylSd,82500.0
Plywood,82000.0
AsbShng,82000.0
Brk Cmn,82000.0
VinylSd,81000.0
CmentBd,81000.0
MetalSd,81000.0
AsbShng,80500.0
MetalSd,80000.0
CmentBd,80000.0
Plywood,80000.0
MetalSd,80000.0
MetalSd,79900.0
MetalSd,79900.0
VinylSd,79500.0
Wd Sdng,79000.0
Wd Sdng,79000.0
MetalSd,79000.0
Wd Shng,78000.0
Plywood,76500.0
Wd Sdng,76000.0
CmentBd,75500.0
CmentBd,75000.0
Wd Sdng,73000.0
VinylSd,72500.0
MetalSd,68500.0
MetalSd,68400.0
MetalSd,67000.0
Stucco,67000.0
Wd Sdng,66500.0
Wd Sdng,64500.0
MetalSd,62383.0
Wd Sdng,61000.0
Brk Cmn,60000.0
AsbShng,60000.0
Wd Sdng,60000.0
Stucco,58500.0
Wd Sdng,55993.0
Wd Shng,55000.0
AsbShng,55000.0
Wd Sdng,52500.0
VinylSd,52000.0
BrkFace,40000.0
VinylSd,39300.0
VinylSd,37900.0
AsbShng,35311.0
Wd Sdng,34900.0
