LandContour,SalePrice
Lvl,83000.0
Lvl,83000.0
Lvl,82500.0
Lvl,82500.0
HLS,82500.0
Lvl,82000.0
Lvl,82000.0
Lvl,82000.0
Lvl,81000.0
Lvl,81000.0
Low,81000.0
Lvl,80500.0
Lvl,80000.0
Lvl,80000.0
Lvl,80000.0
Lvl,80000.0
Bnk,79900.0
Lvl,79900.0
Lvl,79500.0
Lvl,79000.0
Lvl,79000.0
Bnk,79000.0
Lvl,78000.0
Lvl,76500.0
Lvl,76000.0
Lvl,75500.0
Lvl,75000.0
Bnk,73000.0
Lvl,72500.0
Lvl,68500.0
Lvl,68400.0
Lvl,67000.0
Lvl,67000.0
Lvl,66500.0
Lvl,64500.0
Lvl,62383.0
Low,61000.0
Lvl,60000.0
Lvl,60000.0
Bnk,60000.0
Lvl,58500.0
Bnk,55993.0
Lvl,55000.0
Lvl,55000.0
Bnk,52500.0
Lvl,52000.0
Lvl,40000.0
Low,39300.0
Lvl,37900.0
Lvl,35311.0
Lvl,34900.0
