Electrical,SalePrice
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
FuseA,109900.0
SBrkr,109900.0
FuseA,109900.0
FuseF,109500.0
SBrkr,109500.0
SBrkr,109500.0
SBrkr,109500.0
SBrkr,109008.0
SBrkr,109000.0
FuseA,109000.0
SBrkr,108959.0
FuseA,108500.0
SBrkr,108480.0
SBrkr,108000.0
SBrkr,108000.0
SBrkr,108000.0
SBrkr,108000.0
SBrkr,108000.0
SBrkr,108000.0
SBrkr,107900.0
SBrkr,107500.0
SBrkr,107500.0
SBrkr,107500.0
SBrkr,107400.0
SBrkr,107000.0
SBrkr,107000.0
SBrkr,107000.0
SBrkr,106500.0
SBrkr,106500.0
FuseA,106250.0
SBrkr,106000.0
FuseA,106000.0
SBrkr,106000.0
SBrkr,105900.0
SBrkr,105500.0
FuseA,105000.0
SBrkr,105000.0
SBrkr,105000.0
SBrkr,105000.0
SBrkr,105000.0
SBrkr,104900.0
SBrkr,104900.0
SBrkr,104000.0
SBrkr,103600.0
SBrkr,103200.0
FuseA,103000.0
SBrkr,102776.0
FuseF,102000.0
SBrkr,102000.0
SBrkr,102000.0
SBrkr,101800.0
SBrkr,101000.0
SBrkr,100000.0
SBrkr,100000.0
SBrkr,100000.0
FuseA,100000.0
SBrkr,100000.0
SBrkr,100000.0
SBrkr,100000.0
SBrkr,100000.0
SBrkr,100000.0
SBrkr,99900.0
SBrkr,99500.0
SBrkr,98600.0
SBrkr,98300.0
FuseA,98000.0
SBrkr,98000.0
FuseF,98000.0
SBrkr,97500.0
SBrkr,97000.0
FuseA,97000.0
SBrkr,97000.0
SBrkr,96500.0
SBrkr,96500.0
SBrkr,95000.0
SBrkr,95000.0
FuseF,94750.0
SBrkr,94500.0
SBrkr,94000.0
FuseF,93500.0
SBrkr,93500.0
FuseA,93000.0
SBrkr,93000.0
SBrkr,93000.0
FuseA,92900.0
SBrkr,92000.0
FuseA,91500.0
SBrkr,91500.0
FuseA,91300.0
SBrkr,91000.0
SBrkr,91000.0
SBrkr,91000.0
SBrkr,90350.0
SBrkr,90000.0
SBrkr,90000.0
FuseF,90000.0
SBrkr,89500.0
FuseA,89500.0
SBrkr,89471.0
SBrkr,89000.0
SBrkr,88000.0
SBrkr,88000.0
SBrkr,88000.0
SBrkr,88000.0
FuseA,87500.0
SBrkr,87000.0
FuseF,87000.0
SBrkr,87000.0
FuseA,87000.0
SBrkr,86000.0
SBrkr,86000.0
FuseA,86000.0
FuseA,85500.0
SBrkr,85400.0
SBrkr,85000.0
SBrkr,85000.0
FuseA,85000.0
SBrkr,85000.0
SBrkr,84900.0
SBrkr,84500.0
SBrkr,84500.0
SBrkr,84500.0
SBrkr,84000.0
SBrkr,83500.0
SBrkr,83000.0
SBrkr,83000.0
SBrkr,82500.0
SBrkr,82500.0
SBrkr,82500.0
FuseP,82000.0
SBrkr,82000.0
FuseF,82000.0
SBrkr,81000.0
SBrkr,81000.0
SBrkr,81000.0
SBrkr,80500.0
SBrkr,80000.0
SBrkr,80000.0
SBrkr,80000.0
FuseA,80000.0
SBrkr,79900.0
SBrkr,79900.0
FuseA,79500.0
FuseF,79000.0
FuseA,79000.0
SBrkr,79000.0
SBrkr,78000.0
SBrkr,76500.0
FuseA,76000.0
SBrkr,75500.0
SBrkr,75000.0
FuseP,73000.0
SBrkr,72500.0
SBrkr,68500.0
FuseA,68400.0
Mix,67000.0
FuseF,67000.0
SBrkr,66500.0
SBrkr,64500.0
SBrkr,62383.0
FuseA,61000.0
FuseA,60000.0
FuseA,60000.0
FuseF,60000.0
FuseF,58500.0
FuseA,55993.0
SBrkr,55000.0
SBrkr,55000.0
FuseA,52500.0
SBrkr,52000.0
SBrkr,40000.0
FuseF,39300.0
SBrkr,37900.0
FuseA,35311.0
FuseA,34900.0
