Neighborhood,SalePrice
NAmes,105500.0
BrkSide,105000.0
NAmes,105000.0
OldTown,105000.0
Edwards,105000.0
OldTown,105000.0
Edwards,104900.0
NAmes,104900.0
OldTown,104000.0
Edwards,103600.0
OldTown,103200.0
IDOTRR,103000.0
IDOTRR,102776.0
Edwards,102000.0
SWISU,102000.0
BrkSide,102000.0
NAmes,101800.0
IDOTRR,101000.0
OldTown,100000.0
IDOTRR,100000.0
OldTown,100000.0
BrkSide,100000.0
BrkSide,100000.0
BrDale,100000.0
NAmes,100000.0
Edwards,100000.0
Edwards,100000.0
Edwards,99900.0
SawyerW,99500.0
NAmes,98600.0
NAmes,98300.0
Edwards,98000.0
OldTown,98000.0
Edwards,98000.0
NAmes,97500.0
NAmes,97000.0
OldTown,97000.0
MeadowV,97000.0
Crawfor,96500.0
OldTown,96500.0
Edwards,95000.0
OldTown,95000.0
Edwards,94750.0
BrDale,94500.0
Sawyer,94000.0
NAmes,93500.0
Mitchel,93500.0
OldTown,93000.0
OldTown,93000.0
Edwards,93000.0
NAmes,92900.0
MeadowV,92000.0
Edwards,91500.0
BrDale,91500.0
OldTown,91300.0
MeadowV,91000.0
IDOTRR,91000.0
SWISU,91000.0
Crawfor,90350.0
Sawyer,90000.0
OldTown,90000.0
NAmes,90000.0
BrDale,89500.0
IDOTRR,89500.0
OldTown,89471.0
BrkSide,89000.0
NAmes,88000.0
BrDale,88000.0
BrkSide,88000.0
MeadowV,88000.0
NAmes,87500.0
OldTown,87000.0
IDOTRR,87000.0
OldTown,87000.0
OldTown,87000.0
MeadowV,86000.0
Edwards,86000.0
OldTown,86000.0
BrkSide,85500.0
BrDale,85400.0
IDOTRR,85000.0
MeadowV,85000.0
Edwards,85000.0
OldTown,85000.0
Edwards,84900.0
IDOTRR,84500.0
MeadowV,84500.0
Mitchel,84500.0
Edwards,84000.0
MeadowV,83500.0
Edwards,83000.0
BrDale,83000.0
Edwards,82500.0
NWAmes,82500.0
BrkSide,82500.0
Edwards,82000.0
SawyerW,82000.0
Edwards,82000.0
Edwards,81000.0
MeadowV,81000.0
IDOTRR,81000.0
BrkSide,80500.0
OldTown,80000.0
MeadowV,80000.0
Sawyer,80000.0
Edwards,80000.0
OldTown,79900.0
BrkSide,79900.0
BrkSide,79500.0
Edwards,79000.0
OldTown,79000.0
Edwards,79000.0
IDOTRR,78000.0
BrkSide,76500.0
SawyerW,76000.0
MeadowV,75500.0
MeadowV,75000.0
OldTown,73000.0
BrkSide,72500.0
BrkSide,68500.0
IDOTRR,68400.0
IDOTRR,67000.0
Edwards,67000.0
OldTown,66500.0
OldTown,64500.0
Sawyer,62383.0
Edwards,61000.0
Edwards,60000.0
BrkSide,60000.0
SWISU,60000.0
Edwards,58500.0
IDOTRR,55993.0
IDOTRR,55000.0
IDOTRR,55000.0
OldTown,52500.0
BrkSide,52000.0
IDOTRR,40000.0
BrkSide,39300.0
OldTown,37900.0
IDOTRR,35311.0
IDOTRR,34900.0
